,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200
229,SHMMX,Western Asset Managed Municipals Fund Class A,15.74,0.19,0.03,16.9,14.5,15.51353,16.116985
230,FSTLX,Federated MDT Large Cap Value Fund Class R6,24.16,-0.49,-0.12,28.68,17.62,22.774412,25.333088
231,FRQIX,Fidelity Advisor Managed Retirement 2010 Fund Class I,56.38,0.02,0.009997,58.11,51.34,55.32353,56.24728
232,SFECX,Guggenheim StylePlus - Large Core Fund Class C,14.12,-0.21,-0.03,15.9,10.23,13.287941,14.159191
233,TEQAX,Touchstone Global ESG Equity Fund - Class A,19.31,0.31,0.06,22.19,14.89,18.261765,19.903456
234,RYBAX,Rydex Basic Materials Fund Class H,48.21,-0.56,-0.27,55.52,32.34,43.995,48.062866
235,FMIYX,FMI International Fund Institutional Class,25.68,0.08,0.02,33.01,20.61,24.417059,28.693972
236,TROCX,Touchstone Global ESG Equity Fund - Class I,20.08,0.35,0.07,23.06,15.48,18.985294,20.686323
237,FFFCX,Fidelity Freedom 2010 Fund,14.89,0.0,0.0,16.25,13.6,14.742941,15.284633
238,FMCLX,Federated Mid-Cap Index Fund Class R6 Shares,17.12,-1.38,-0.24,21.55,11.79,15.492059,17.824411
239,JACRX,James Alpha Global Real Estate Investments Portfolio Class C Shares,14.67,-0.34,-0.05,19.31,11.47,14.033236,16.579044
240,FIRVX,Fidelity Managed Retirement 2020 Fund,50.95,-0.02,-0.01,53.68,44.76,49.492645,51.018604
241,VSCRX,Virtus KAR Small-Cap Core Fund Class R6,39.91,-0.2,-0.08,43.18,28.74,36.39,38.92419
242,NWSAX,Nationwide Small Company Growth Fund Class A,20.73,-0.05,-0.01,21.89,13.94,18.414705,18.933823
243,PSICX,PGIM QMA Stock Index Fund- Class C,41.68,-0.19,-0.080002,51.11,30.72,39.418823,42.691986
244,FLRYX,Nuveen Large Cap Select Fund Class I,30.5,-0.23,-0.07,34.93,22.8,28.790882,30.735956
245,MSGCX,Meridian Small Cap Growth Fund Class C,13.67,-1.87,-0.26,16.06,9.16,12.12,13.537941
246,HRCMX,Carillon ClariVest Capital Appreciation Fund Class R5,48.58,-0.04,-0.020002,51.9,35.38,45.75088,46.29206
247,FIVFX,Fidelity International Capital Appreciation Fund,21.42,1.56,0.33,23.87,16.47,20.277353,21.567648
248,QISGX,Federated MDT Small Cap Growth Fund Institutional Shares,22.84,-2.02,-0.47,26.01,15.08,20.740883,22.59
249,BSTSX,BlackRock Technology Opportunities Fund Service Shares,40.15,-0.1,-0.040002,40.4,27.63,36.992645,35.001472
250,WOOPX,JPMorgan Intrepid Mid Cap Fund Class I,16.62,-1.42,-0.24,21.11,11.54,15.252059,17.458162
251,SIBLX,Touchstone Balanced Fund Class Y,21.03,-0.19,-0.040002,23.29,17.15,20.184118,20.868088
252,ATSMX,AQR TM Small Cap Momentum Style Fund Class I,17.87,-1.97,-0.360001,20.74,12.36,16.32059,17.949118
253,SSETX,BNY Mellon Growth Fund Class I,37.0,-1.02,-0.38,37.38,23.53,33.354412,32.030148
254,NHCCX,Nuveen High Yield Municipal Bond Fund Class C,16.31,0.25,0.040001,18.81,14.61,15.944118,17.307573
255,FOVAX,First Trust/Confluence Small Cap Value Fund Class A,27.03,-1.92,-0.530001,33.53,20.25,24.685,28.821102
256,SSIZX,Sierra Tactical Core Income Fund Class A,21.06,0.11,0.023001,21.99,20.64,20.75,21.316912
257,FWAFX,Fidelity Advisor Worldwide Fund Class A,27.77,0.65,0.18,29.65,20.3,25.877058,26.64816
258,NWWOX,Virtus Vontobel Global Opportunities Fund Class A,16.34,0.74,0.12,17.96,12.34,15.476176,16.282867
259,FABCX,Fidelity Advisor Balanced Fund Class C,21.83,-0.37,-0.08,23.25,17.1,20.762058,21.324118
260,HFDRX,Hartford Schroders US MidCap Opportunities Fund Class R3,14.08,-0.14,-0.02,16.7,9.9,13.028529,14.529118
261,PFPFX,Poplar Forest Partners Fund Class A,34.75,-1.61,-0.57,44.91,25.11,32.314117,38.094044
262,NWKCX,Nationwide Geneva Small Cap Growth Fund Class R6,66.0,-1.96,-1.32,70.84,46.18,58.906178,62.19787
263,GMXAX,Nationwide Mid Cap Market Index Fund Class A,13.23,-1.42,-0.189999,15.94,9.06,11.972941,13.697132
264,CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class,23.82,-0.46,-0.11,26.35,17.27,22.387058,23.614632
265,TEEAX,RBC Small Cap Core Fund Class A,25.47,-2.56,-0.67,32.14,16.69,22.569706,26.569706
266,JDMRX,Janus Henderson Enterprise Fund Class R,123.08,-0.16,-0.2,138.8,85.67,113.44,123.19324
267,FLYCX,Nuveen Large Cap Select Fund Class C,27.93,-0.21,-0.06,32.07,20.92,26.384413,28.162647
268,SBFIX,Federated Global Allocation Fund Institutional Shares,19.04,0.21,0.04,20.54,15.27,18.090588,19.03228
269,MYSPX,MainStay MacKay S&P 500 Index Fund Investor Class,42.16,-0.19,-0.08,51.47,31.05,39.85882,42.6364
270,AUEIX,AQR Large Cap Defensive Style Fund Class I,22.59,0.4,0.09,25.02,17.31,21.31294,22.441471
271,TGIRX,Thornburg International Value Fund Class R6,21.83,0.51,0.11,24.87,17.07,20.419706,22.192059
272,CLXRX,Columbia Large Cap Index Fund Institutional 2 Class,49.69,-0.2,-0.099997,55.26,36.57,46.97147,49.587795
273,PYVLX,Payden Equity Income Fund,16.06,0.12,0.020001,18.87,12.53,15.485,16.925
274,RYCPX,Rydex Consumer Products Fund Class C,44.67,0.0,0.0,49.31,35.18,43.20294,45.553604
275,FMFEX,Fidelity Advisor Materials Fund Class I,61.96,0.83,0.51,69.94,42.85,57.496178,61.922646
276,FZAAX,Fidelity Advisor Balanced Fund Class Z,22.49,-0.35,-0.08,23.95,17.63,21.371765,21.957058
277,RYVYX,Rydex NASDAQ-100 2x Strategy Fund Class H,201.7,-0.5,-1.02,236.88,114.67,182.20882,184.75735
278,RRITX,T. Rowe Price International Stock Fund Class R,16.39,0.8,0.13,18.9,12.64,15.431765,16.836544
279,HILRX,Hartford International Value Fund Class R3,11.19,0.09,0.010001,15.41,8.64,10.375294,12.671029
280,FIOCX,Fidelity Advisor Managed Retirement 2005 Fund Class C,58.4,0.09,0.049998,58.58,57.24,58.4,58.4
281,UBVAX,Undiscovered Managers Behavioral Value Fund Class A,42.88,-3.34,-1.48,63.14,30.48,38.513237,50.470146
282,JDCAX,Janus Henderson Forty Fund Class A,39.33,0.49,0.189997,41.13,28.95,36.96706,37.206837
283,TRRJX,T. Rowe Price Retirement 2035 Fund,17.81,0.0,0.0,19.99,13.72,16.835295,18.009485
284,TRAIX,T. Rowe Price Capital Appreciation Fund I Class,31.22,-0.1,-0.03,32.73,23.88,29.748236,30.510956
285,FCRFX,Fidelity Advisor Managed Retirement 2025 Fund Class C,52.44,0.25,0.130002,52.53,50.36,52.44,52.44
286,FFFEX,Fidelity Freedom 2030 Fund,16.24,-0.06,-0.01,18.5,13.7,15.806765,16.877573
287,RYCOX,Rydex NASDAQ-100 Fund Class C,37.52,-0.27,-0.1,38.9,27.92,35.595295,34.73757
288,JSMTX,Jackson Square SMID-Cap Growth Fund Institutional Class,26.09,-0.34,-0.09,26.18,16.64,22.874117,23.25706
289,FCTGX,Fidelity Advisor Small Cap Growth Fund Class M,23.69,-0.96,-0.23,26.71,16.68,21.82206,23.24478
290,CAECX,Columbia Acorn European Fund Class C,19.91,1.84,0.36,22.38,13.31,17.81853,19.545
291,USMCX,Natixis ASG Tactical U.S. Market Fund Class C,12.7,0.08,0.01,16.75,11.2,12.416471,14.212426
292,FZABX,Fidelity Advisor Diversified International Fund Class Z,22.98,1.41,0.32,25.36,17.25,21.482647,22.893015
293,BLYYX,American Beacon Bridgeway Large Cap Growth Fund Y Class,29.64,0.27,0.08,32.59,20.94,27.712353,28.931396
294,SMTCX,JPMorgan SmartRetirement 2040 Fund Class C,18.97,-0.11,-0.02,22.89,14.81,18.028236,19.808603
295,SGRNX,Wells Fargo Growth Fund - Class Inst,46.77,0.24,0.11,48.32,32.09,42.891174,43.152573
296,CFIMX,Clipper Fund,106.54,-1.1,-1.19,129.26,81.13,100.33471,112.11985
297,MIGYX,Invesco Oppenheimer Main Street Fund Class Y,44.38,-0.14,-0.060002,50.99,32.9,42.330296,45.21588
298,FRNTX,Fidelity Advisor Simplicity RMD Income Fund Class M,58.58,0.07,0.04,58.74,57.47,58.58,58.58
299,FIMKX,Fidelity Advisor Emerging Markets Fund I Class,25.03,-0.24,-0.06,30.08,20.14,24.15147,25.99478
300,AAIEX,American Beacon International Equity Fund Institutional Class,14.65,1.38,0.2,18.99,11.17,13.42353,15.973382
301,FBSOX,Fidelity Select IT Services Portfolio,77.22,0.52,0.4,84.51,53.58,70.59735,73.17824
302,VINEX,Vanguard International Explorer Fund Investor Shares,15.32,0.66,0.100001,18.39,11.15,14.013235,15.838235
303,USMAX,Natixis ASG Tactical U.S. Market Fund Class A,13.16,0.08,0.01,17.3,11.57,12.854117,14.699191
304,RIVBX,Riverbridge Growth Fund Institutional Class,24.88,0.61,0.15,25.11,17.8,23.022648,22.472353
305,PARKX,T. Rowe Price Retirement 2035 Fund Advisor Class,17.71,0.0,0.0,19.86,13.64,16.743235,17.911177
306,RYPDX,Rydex Consumer Products Fund Class A,53.43,-0.02,-0.01,58.73,42.02,51.648823,54.324413
307,HQIIX,The Hartford Equity Income Fund Class I,17.16,0.12,0.02,20.33,12.97,16.267353,17.986471
308,NLACX,Nuveen Large Cap Core Fund Class A,29.91,-0.7,-0.209999,33.76,21.29,27.877941,30.015293
309,PAULX,T. Rowe Price U.S. Large-Cap Core Fund Advisor Class,24.92,0.28,0.07,28.14,18.66,23.695,25.178015
310,GLVNX,Invesco Oppenheimer Global Focus Fund Class R,57.62,0.66,0.380002,58.09,39.45,52.652943,51.34728
311,CTYRX,Columbia Global Technology Growth Fund Advisor Class,44.25,-0.25,-0.11,46.63,32.41,41.496178,41.083897
312,PRSVX,T. Rowe Price Small-Cap Value Fund,38.9,-1.87,-0.740003,49.5,28.61,35.58353,42.06875
313,RAANX,Altegris/AACA Opportunistic Real Estate Fund N,17.87,0.45,0.08,20.06,12.43,16.854118,17.423971
314,GLFOX,Lazard Global Listed Infrastructure Portfolio Open Shares,14.44,0.21,0.03,16.86,11.71,13.666471,14.862867
315,PABGX,T. Rowe Price Blue Chip Growth Fund Advisor Class,128.4,0.07,0.09,134.31,92.93,120.68677,119.36956
316,FSRNX,Fidelity Real Estate Index Fund,13.2,0.08,0.01,17.88,9.96,12.521176,15.10272
317,LCORX,Leuthold Core Investment Fund Retail Class,18.49,-0.05,-0.01,19.6,15.78,17.934412,18.44522
318,QNTIX,Meeder Quantex Fund Institutional Class,27.89,-2.79,-0.799999,38.47,19.6,25.422058,31.757647
319,JSMVX,Jackson Square SMID-Cap Growth Fund Investor Class,25.83,-0.35,-0.09,25.92,16.48,22.650589,23.041838
320,VQSRX,Virtus KAR Small-Cap Value Fund Class R6,18.58,-1.28,-0.24,20.33,12.68,16.65853,17.881838
321,TRACX,PGIM QMA Small-Cap Value Fund- Class C,11.17,-3.87,-0.45,17.34,7.69,9.728235,13.387206
322,JUEAX,JPMorgan U.S. Equity Fund Class A,15.84,-0.13,-0.020001,17.23,11.47,14.962059,15.508308
323,WWOIX,Virtus Vontobel Global Opportunities Fund Class I,16.36,0.74,0.12,17.97,12.34,15.487059,16.292868
324,POSKX,PRIMECAP Odyssey Stock Fund,29.07,-0.75,-0.219999,36.36,22.3,27.52353,31.195293
325,GILHX,Guggenheim Limited Duration Fund Institutional Class,24.96,0.16,0.040002,25.07,23.93,24.671764,24.63309
326,LSCNX,Loomis Sayles Small Cap Value Fund Class N,21.82,-2.28,-0.51,30.37,15.75,19.859118,24.36647
327,BREFX,Baron Real Estate Fund Retail Shares,26.44,-1.34,-0.360001,28.66,17.4,23.483234,24.784266
328,RYCYX,Rydex Dow 2x Strategy Fund Class C,67.14,-1.12,-0.76,101.28,37.28,59.992058,78.6189
329,SKSEX,AMG Managers Skyline Special Equities Fund Class N,28.15,-3.83,-1.12,39.65,19.13,24.897648,31.555956
330,WBSNX,William Blair Small Cap Growth Fund Class N,25.93,-1.67,-0.44,29.13,17.72,23.372353,25.589117
331,TWCCX,American Century Ultra Fund C Class,43.65,0.07,0.029997,45.21,30.74,40.550587,40.24125
332,THOIX,Thornburg Global Opportunities Fund Class I,27.49,-0.69,-0.19,32.25,20.89,25.76853,28.28919
333,BESIX,William Blair Emerging Markets Small Cap Growth Fund Class I,15.89,-0.5,-0.08,17.91,11.93,15.089118,15.891029
334,CSCCX,Calvert Small-Cap Fund Class C,19.4,-1.17,-0.23,22.82,14.53,17.940882,20.068676
335,OMSIX,Invesco Oppenheimer Main Street Fund Class R6,44.34,-0.14,-0.06,50.94,32.87,42.29265,45.167793
336,MFOMX,BNY Mellon Focused Equity Opportunities Fund Class M Shares,14.84,-0.27,-0.04,16.82,10.79,14.027059,15.011618
337,WILJX,William Blair International Leaders Fund R6 Class Shares,16.94,1.13,0.19,18.69,12.72,15.776765,16.825588
338,PJFBX,PGIM Jennison Growth Fund- Class B,34.26,0.18,0.060003,35.59,24.33,31.877941,31.631912
339,WHOSX,Wasatch-Hoisington U.S. Treasury Fund,22.19,-1.03,-0.23,24.62,17.21,22.934706,20.643162
340,CBDYX,Columbia Balanced Fund Institutional 3 Class,43.38,-0.02,-0.01,45.72,35.17,41.615883,42.591396
341,IPFPX,Poplar Forest Partners Fund Institutional Class,34.77,-1.61,-0.57,44.9,25.11,32.32765,38.10706
342,RYATX,Rydex NASDAQ-100 Fund Class A,43.71,-0.25,-0.11,45.23,32.48,41.446766,40.363895
343,RYLIX,Rydex Leisure Fund Class Investor,65.76,-1.95,-1.31,79.3,45.78,60.20441,67.71103
344,JFNAX,Janus Henderson Global Life Sciences Fund Class A,61.0,0.84,0.51,62.81,44.85,58.411472,58.116104
345,BARAX,Baron Asset Fund Retail Class,88.37,0.68,0.599996,93.25,61.43,81.37882,83.03463
346,RLITX,Lazard International Strategic Equity Portfolio R6 Shares,13.28,1.53,0.2,15.73,10.06,12.372353,13.899486
347,RYBCX,Rydex Basic Materials Fund Class C,43.12,-0.55,-0.24,50.14,28.97,39.370293,43.122425
348,CMAAX,Calvert Moderate Allocation Fund Class A,18.99,0.0,0.0,20.68,15.44,18.176176,19.088823
349,BFTIX,Baron Fifth Avenue Growth Fund Institutional Class,39.48,0.97,0.38,39.65,26.94,35.96588,34.476105
350,JDCRX,Janus Henderson Forty Fund Class R,34.5,0.47,0.16,36.13,25.41,32.44294,32.73294
351,TRMCX,T. Rowe Price Mid-Cap Value Fund,24.13,-0.98,-0.239999,28.72,17.19,22.393824,25.004412
352,SCATX,Virtus Zevenbergen Innovative Growth Stock Fund Class I,39.43,0.41,0.16,40.29,24.34,36.05412,32.327354
353,FTRSX,Fidelity Advisor Managed Retirement 2015 Fund Class M,53.42,0.17,0.090002,53.54,51.8,53.42,53.42
354,PRMSX,T. Rowe Price Emerging Markets Stock Fund,38.9,-0.54,-0.21,48.48,32.85,38.01882,42.21419
355,EKGIX,Wells Fargo Global Small Cap Fund Class Inst,36.57,-0.52,-0.19,43.51,28.51,33.89588,38.383602
356,DHMYX,Diamond Hill Small-Mid Cap Fund Class Y,17.67,-2.16,-0.39,23.45,12.48,16.068235,19.536839
357,AMVRX,American Century Mid Cap Value Fund R Class,14.23,-0.7,-0.1,17.15,10.41,13.244411,15.058897
358,PDSIX,PGIM QMA Stock Index Fund- Class I,42.45,-0.19,-0.080003,52.05,31.23,40.120293,43.39603
359,JFRNX,Janus Henderson Forty Fund Class N,41.22,0.49,0.2,43.07,30.32,38.73588,38.95956
360,MPGEX,Meritage Growth Equity Fund Investor Shares,16.95,-0.12,-0.020001,18.47,12.88,15.901176,16.234632
361,RYLCX,Rydex Leisure Fund Class C,52.56,-1.96,-1.05,63.61,36.66,48.152943,54.28353
362,RYOIX,Rydex Biotechnology Fund Class Investor,89.03,0.64,0.57,90.13,63.72,84.56794,81.3978
363,JHQCX,JPMorgan Hedged Equity Fund Class C,21.5,-0.19,-0.04,21.74,17.63,21.031178,20.775442
364,SGRKX,Wells Fargo Growth Fund - Class Admin,42.05,0.24,0.1,43.47,28.86,38.57088,38.886322
365,LVAEX,LSV Value Equity Fund Investor Class,21.78,-1.94,-0.430001,28.54,15.95,20.206177,23.909412
366,HRLVX,Harbor Large Cap Value Fund Administrative Class,15.64,-0.64,-0.100001,17.97,11.55,14.555294,15.867206
367,CYYYX,Columbia Thermostat Fund Institutional 3 Class,16.94,-0.12,-0.020001,16.96,13.7,16.414705,15.489559
368,GEDIX,GMO Emerging Domestic Opportunities Fund Class IV,22.37,0.13,0.03,22.37,21.08,22.37,22.37
369,NELIX,Nuveen Equity Long/Short Fund Class I,39.17,-0.61,-0.24,43.41,32.32,37.772648,39.977722
370,IHORX,The Hartford International Opportunities Fund Class R3,14.51,0.35,0.05,17.14,11.5,13.760882,15.222795
371,ADGZX,AB Core Opportunities Fund Class Z,20.26,-0.1,-0.02,22.28,15.09,19.114706,20.142132
372,FSSNX,Fidelity Small Cap Index Fund,17.76,-2.52,-0.46,21.5,12.53,16.133236,18.537132
373,DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund Class I,56.38,-0.19,-0.11,62.98,41.7,53.414413,56.531616
374,TIIRX,TIAA-CREF Growth & Income Fund Retail Class,19.14,-0.16,-0.03,21.62,13.9,17.983824,19.158457
375,GSMFX,GMO SGM Major Markets Fund Class III,31.84,0.16,0.05,32.55,30.62,31.89147,31.61397
376,VBINX,Vanguard Balanced Index Fund Investor Shares,38.48,-0.23,-0.09,40.78,31.49,36.970882,37.89669
377,SGRAX,Wells Fargo Growth Fund - Class A,35.23,0.26,0.09,37.11,24.19,32.313824,32.692795
378,DHLAX,Diamond Hill Large Cap Fund Class A,24.84,-0.92,-0.23,29.64,18.03,23.280882,26.128088
379,APHGX,Artisan Global Value Fund Institutional Class,14.58,-0.68,-0.1,18.62,11.19,13.608824,15.970589
380,POLRX,Polen Growth Fund Investor Class,36.01,0.64,0.23,37.37,26.04,33.528824,33.348164
381,TFSIX,Franklin Mutual Financial Services Fund Class A,16.11,-0.49,-0.08,23.33,12.69,14.642647,19.17853
382,PRILX,Parnassus Core Equity Fund - Institutional Shares,44.51,0.43,0.19,49.5,34.64,42.498234,44.7036
383,FCIGX,Fidelity Advisor Small Cap Growth Fund I Class,26.07,-0.99,-0.26,29.35,18.34,24.006176,25.53772
384,NRIFX,Nuveen Real Asset Income Fund Class R6,20.24,0.55,0.11,25.5,15.91,19.461765,22.490515
385,TIRTX,TIAA-CREF Large-Cap Growth Fund Retail Class,23.36,0.21,0.049999,24.2,16.94,21.87353,21.585882
386,ZSCCX,Zacks Small-Cap Core Fund Investor Class,20.26,-2.31,-0.48,27.69,14.23,18.491764,23.002207
387,FOCWX,AIG Focused Growth Fund Class W,26.26,0.08,0.02,28.58,18.61,24.306765,24.782795
388,TILHX,TIAA-CREF Large Cap Growth Fund Advisor Class,23.42,0.26,0.06,24.25,16.98,21.923824,21.638897
389,MSPTX,"Morgan Stanley Institutional Fund, Inc. Global Advantage Portfolio Class C",19.84,0.61,0.12,20.01,12.9,17.505295,16.642353
390,WMLIX,Wilmington Large-Cap Strategy Fund Class Institutional,23.11,-0.26,-0.06,25.8,16.88,21.762941,23.03456
391,RAAAX,Altegris/AACA Opportunistic Real Estate Fund A,17.86,0.39,0.07,20.06,12.43,16.85147,17.420294
392,FCCGX,Fidelity Advisor Small Cap Growth Fund Class C,21.4,-0.97,-0.209999,24.16,15.08,19.721176,21.035074
393,QUAYX,AB Small Cap Growth Portfolio Advisor Class,62.24,-1.05,-0.66,64.24,41.01,56.3,57.482426
394,TDMTX,Templeton Developing Markets Trust Class C,17.72,0.0,0.0,22.13,14.4,17.201471,19.297132
395,FSMEX,Fidelity Select Medical Technology and Devices Portfolio,59.62,1.58,0.93,63.68,42.64,57.607647,57.830883
396,VPMCX,Vanguard PRIMECAP Fund Investor Shares,124.64,-0.6,-0.75,148.05,97.74,119.54912,130.01485
397,BVEIX,Becker Value Equity Fund Institutional Class,15.96,-0.68,-0.11,18.94,12.52,15.179412,16.899265
398,VPMAX,Vanguard PRIMECAP Fund Admiral Shares,129.2,-0.59,-0.77,153.52,101.3,123.91353,134.7597
399,LZOEX,Lazard Emerging Markets Equity Portfolio Open Shares,14.43,0.42,0.06,19.3,12.06,13.878823,16.43625
400,APGYX,AB Large Cap Growth Fund Advisor Class,68.09,0.34,0.23001,67.86,48.83,63.339706,62.281616
401,HLMNX,Harding Loevner International Equity Portfolio Investor Class,21.29,1.0,0.209998,24.34,16.9,20.085588,21.81581
402,FLGEX,Fidelity Large Cap Growth Enhanced Index Fund,22.41,0.04,0.01,23.37,16.3,21.19794,21.107279
403,SBCEX,BNY Mellon Diversified Emerging Markets Fund Class I,20.73,0.05,0.01,25.26,16.63,19.987942,22.049265
404,GILPX,Guggenheim Limited Duration Fund Class P,24.97,0.16,0.040002,25.07,23.94,24.676176,24.638163
405,QGRNX,Invesco Oppenheimer Global Allocation Fund Class R,17.7,0.23,0.04,18.83,14.67,16.990294,17.565073
406,BPLSX,Boston Partners Long/Short Equity Fund Institutional Class,15.17,-1.24,-0.19,18.75,12.2,14.431765,15.883015
407,SCUIX,Hartford Schroders US Small Cap Opportunities Fund Class I,22.15,-1.47,-0.33,28.19,16.02,20.179117,23.987206
408,TLIIX,TIAA-CREF Quant Large-Cap Growth Fund Institutional Class,15.27,0.13,0.02,16.15,10.96,14.330588,14.501029
409,CDICX,Calvert Short Duration Income Fund Class C,15.7,0.13,0.020001,16.29,14.67,15.495,15.844485
410,MJFOX,Matthews Japan Fund Investor Class,20.8,0.58,0.120002,23.47,15.67,19.497646,20.384926
411,SCURX,Hartford Schroders US Small Cap Opportunities Fund Class SDR,22.2,-1.46,-0.33,28.25,16.05,20.222353,24.035662
412,TQAIX,T. Rowe Price QM U.S. Small-Cap Growth Equity Fund I Class,37.47,-1.11,-0.42,41.64,25.99,34.085,36.784855
413,SCMIX,Columbia Seligman Communications and Information Fund Institutional 2 Class,87.02,-1.91,-1.69,96.22,60.87,81.59647,85.348236
414,FMPCX,Nuveen Small Cap Growth Opportunities Fund Class C,16.74,-1.59,-0.27,17.41,10.99,15.076177,15.423383
415,FZAEX,Fidelity Advisor Emerging Markets Fund Class Z,24.98,-0.24,-0.059999,30.06,20.09,24.099117,25.93897
416,PKSAX,Virtus KAR Small-Cap Core Fund Class A,37.51,-0.19,-0.069998,40.62,27.02,34.204704,36.626984
417,FRIMX,Fidelity Advisor Managed Retirement Income Fund Class I,58.28,0.02,0.01,59.28,53.94,57.48206,57.99713
418,WPSKX,AB Concentrated Growth Fund Class K,41.78,-0.41,-0.169997,45.63,29.1,38.880882,40.54647
419,TCVIX,Touchstone Mid Cap Value Institutional Class,16.57,-0.54,-0.09,20.03,11.64,15.271176,17.278824
420,PRISX,T. Rowe Price Financial Services Fund,22.01,-1.3,-0.290001,29.04,16.52,20.284412,24.732132
421,SMDIX,Hartford Schroders US MidCap Opportunities Fund Class I,14.3,-0.14,-0.020001,16.93,10.04,13.221765,14.735
422,CALCX,Calvert Conservative Allocation Fund Class C,17.05,0.06,0.010001,17.91,14.72,16.562647,17.043015
423,JFNIX,Janus Henderson Global Life Sciences Fund Class I,62.25,0.84,0.52,64.09,45.75,59.6,59.279778
424,HILVX,Harbor Large Cap Value Fund Investor Class,15.78,-0.69,-0.109999,18.14,11.66,14.692647,16.018824
425,NWQAX,Nuveen NWQ Flexible Income Fund Class A,20.63,0.34,0.07,22.6,17.13,20.080294,21.187206
426,FTRNX,Fidelity Trend Fund,114.96,0.45,0.52,118.62,82.23,107.569115,107.80221
427,TIBMX,Thornburg Investment Income Builder Fund Class R5,18.53,0.05,0.01,23.14,14.89,17.621765,20.317942
428,SMMOX,Western Asset Managed Municipals Fund Class 1,15.69,0.19,0.03,16.84,14.45,15.46353,16.064632
429,HOOTX,Hartford Schroders US Small Cap Opportunities Fund Class R5,22.13,-1.47,-0.33,28.17,16.01,20.164999,23.970589
430,FFNOX,Fidelity Four-in-One Index Fund,45.87,0.04,0.02,50.59,35.45,43.307648,46.08228
431,JPIEX,JPMorgan U.S. Research Enhanced Equity Fund Class L,26.14,-0.23,-0.059999,29.11,19.01,24.639118,25.763971
432,BTTTX,American Century Zero Coupon 2020 Fund Investor Class,108.23,0.0,0.0,108.25,105.64,108.22617,107.60294
433,BINIX,Baron International Growth Fund Institutional Shares,23.3,0.3,0.07,25.42,17.27,21.492353,22.854633
434,RYHDX,Rydex High Yield Strategy Fund Class A,22.55,0.31,0.07,25.56,19.85,22.038824,23.662058
435,VTSIX,Vanguard Tax-Managed Small-Cap Fund Institutional Shares,54.42,-3.18,-1.79,69.33,39.97,49.600292,58.68559
436,QCSGX,Federated MDT Small Cap Growth Fund Class C Shares,18.89,-2.07,-0.399999,21.58,12.5,17.170588,18.741102
437,VHCOX,Vanguard Capital Opportunity Fund Investor Shares,62.44,-0.9,-0.57,72.31,47.36,58.973236,63.90544
438,VSEQX,Vanguard Strategic Equity Fund Investor Shares,28.04,-1.13,-0.32,34.35,19.21,25.583529,29.573381
439,TRPBX,T. Rowe Price Spectrum Moderate Allocation Fund,23.13,-0.09,-0.02,25.09,18.93,22.111471,23.217133
440,FRNIX,Fidelity Advisor Simplicity RMD Income Fund Class I,58.61,0.07,0.04,58.78,57.5,58.61,58.61
441,LSGRX,Loomis Sayles Growth Fund Class Y,19.18,0.58,0.11,19.7,14.5,18.061176,17.983015
442,WSMDX,William Blair Small-Mid Cap Growth Fund Class I,26.82,-0.41,-0.11,29.21,18.23,24.38353,25.847353
443,FWTFX,Fidelity Advisor Worldwide Fund Class M,27.54,0.66,0.18,29.43,20.14,25.667646,26.437426
444,LGMAX,Loomis Sayles Global Allocation Fund Class A,23.92,0.46,0.11,25.24,18.78,22.728529,23.526323
445,FCVIX,Fidelity Advisor Small Cap Value Fund Class I,12.03,-2.27,-0.279999,15.66,8.75,11.044412,13.299853
446,BCSSX,Brown Capital Management Small Company Fund Institutional Shares,111.38,0.11,0.120005,113.27,74.04,98.803825,99.7286
447,FSIMX,Salient Select Income Advisor,23.57,0.13,0.030001,23.57,23.57,23.57,23.57
448,FRNAX,Fidelity Advisor Simplicity RMD Income Fund Class A,58.59,0.09,0.05,58.75,57.48,58.59,58.59
449,CAMYX,Cambiar International Equity Institutional,21.87,1.96,0.42,27.75,17.02,20.376764,23.650955
450,SWRLX,Touchstone International Equity Fund Class A,13.74,0.29,0.04,16.26,10.43,12.922941,14.359853
451,GSMJX,GMO SGM Major Markets Fund Class IV,31.87,-0.41,-0.13,32.42,31.77,31.87,31.87
452,TRVLX,T. Rowe Price Value Fund,32.35,-0.37,-0.119997,39.17,24.03,30.577942,34.227425
453,CAMOX,Cambiar Opportunity Fund Class Investor,20.38,-0.54,-0.11,24.0,15.0,18.952353,20.746544
454,TADGX,T. Rowe Price Dividend Growth Fund Advisor Class,49.56,0.3,0.15,55.58,37.13,46.917355,49.80978
455,SGPIX,ProFunds Small Cap Growth Fund Investor Class,79.45,-2.98,-2.44,96.33,57.79,72.44147,82.76449
456,APDGX,Artisan Global Value Fund Advisor Class,14.53,-0.68,-0.1,18.58,11.16,13.569706,15.929559
457,MCINX,MainStay MacKay Convertible Fund Investor Class,18.51,0.05,0.01,19.36,14.38,17.342058,17.68978
458,SMDVX,Hartford Schroders US MidCap Opportunities Fund Class A,13.73,-0.15,-0.02,16.27,9.64,12.701765,14.155221
459,PAGSX,T. Rowe Price Global Stock Fund Advisor Class,46.99,0.41,0.189997,48.71,33.18,43.24647,43.512722
